V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20
-0,143477899703834566;0,2900509211970091;-0,23237285710068334;-0,0327033541740855;-0,20132814467747864;-0,08258493079380734;0,15446007865443087;0,37360259326149337;0,19414561933318811;-0,01169566032664453;0,18099801069139893;0,08519648611264266;0,000564251373885012;0,221048581423991031;0,165417699616016017;0,01745109914778304;-0,10988966252458138;-0,036646009737011181;0,10567262889681636;-0,086796077397421983
-0,126921036220510625;0,3283032118558206;-0,30488626971634658;0,0784256756615272;-0,09666254333360262;-0,27187288450696379;-0,06322191094947978;0,30733409614724411;-0,05140576261408848;0,00709309719608642;-0,10859050994245595;0,06310820807211534;0,069492191586751226;-0,047749037314995954;-0,038505009763061294;-0,00543606069964269;-0,02743356732050863;0,149199145580461795;-0,03584945182143812;-0,093650178285248825
-0,148547611118638234;0,2543752952249329;-0,20785463233160686;-0,0611949245230103;-0,21967029984193653;-0,08728997475370827;0,22490959100790109;0,31929186543903199;0,16954251912969903;-0,10848717848184769;0,04426964463337026;-0,02520512763315844;-0,005369921869659439;0,124834365329100250;0,245310270710207140;0,14037030120391172;-0,20216448182210961;-0,069956576343616933;-0,10018680495088479;-0,130978959121953398
-0,298252784141720573;0,1829536490020356;-0,31523475449445609;-0,2697771924433613;-0,20580154989041441;0,09160852550506579;-0,15973635377818682;-0,20223385988649267;-0,07895106661534866;0,08461080580726466;0,04169271175757298;-0,13689949365062482;0,093197097163805628;0,000927397280661583;0,033758615570400302;0,06837262950851833;0,06693245042356280;0,035602667249892875;0,14312760539890032;0,023119364834179285
-0,181726967559224711;0,1520339651711248;-0,34084040669336207;-0,0410380618734281;-0,06387202898623617;-0,38058628115526549;-0,22779755907364324;-0,06503189344319464;0,00927985525927814;-0,12999613652257200;-0,15279137325302938;0,12712206496467887;0,099439104843239728;0,123456807272152178;-0,039180145982281187;-0,05977027053423353;0,10733300019145442;-0,048149580109355758;0,07342668394999401;0,080643530636077654
-0,157908703927006289;0,3000619233898880;-0,31138686139928468;0,1719214888316190;-0,09084771858523222;-0,19822340576160075;-0,10141314170136570;0,28735341818741805;-0,06689323682627538;-0,00800807590102748;-0,03585692555353027;-0,05880623509559649;-0,038189270872314031;0,055113212772844686;0,003281977716159202;-0,06921198270670599;-0,08976739109003663;-0,233427642108375050;0,00787485354178322;-0,009405221259067502
-0,308713256291689331;0,1447714540073816;-0,30315428895591962;-0,2650291852297211;-0,28945044198118136;0,09012665179852282;-0,15374392847285184;-0,12236413563487464;0,08874300267003683;0,05442260362246708;0,05183569363507155;-0,06721601224016023;0,044821990784514175;-0,038997603843406822;0,029486587915343664;0,03074131291724353;-0,08242669933154761;0,058113786388870034;0,08835070958336683;0,094370163968902007
-0,295322412235947240;0,0103359812369177;-0,22475188399174403;-0,3416930501698578;-0,24093923758886271;0,23596945384317441;-0,20919088977128028;-0,18568352468895641;-0,00958347770615383;-0,04988032312003500;0,08319688631298756;-0,02417710495833840;-0,085361616301390580;0,092859073722889582;0,010477873267644331;-0,13249651831353360;0,07732824843956461;-0,047280971715686550;0,05071188756760546;-0,079525121028071591
-0,310936365669701009;0,1207397023649811;-0,27348221254765576;-0,2305384354765734;-0,35843052547840726;0,08724415249703289;-0,11326253840367320;-0,12905572752801109;0,13260997460966764;0,09792275947151495;-0,05234024873570712;-0,17839244153587666;-0,006734369927488706;-0,042003336103529590;-0,100043911877324240;0,08568181851932176;-0,04656553353128715;-0,010394986477954503;0,08615342624837219;0,052538001580336120
-0,153800351464126822;0,3356156582476617;-0,37633749380837578;0,0138436004496568;-0,01694739106852977;-0,30346162769878776;-0,05804967799963488;0,14860919649723534;0,04734253412114601;-0,10633771294385928;0,01052540780138836;-0,00676248122115449;0,046782733586400373;0,047651261536560824;0,027313746810904850;0,13617756719726490;0,14910548408311372;0,158443837414206173;0,02873216978626588;0,093508825194008896
